id,carat,cut,color,clarity,depth,table,x,y,z,price
354,1.24,Ideal,F,VS2,61.6,54.0,6.95,6.91,4.27,9569
355,0.52,Ideal,E,VS2,60.7,56.0,5.2,5.24,3.17,1576
356,0.33,Very Good,G,VS2,62.6,58.0,4.36,4.4,2.74,579
357,0.52,Very Good,G,VS2,63.7,56.0,5.08,5.13,3.25,1446
358,0.51,Ideal,E,SI1,61.2,57.0,5.14,5.16,3.15,1284
359,0.74,Ideal,G,VS1,61.5,56.0,5.79,5.82,3.57,3572
360,0.4,Ideal,I,SI2,61.0,58.0,4.74,4.77,2.9,484
361,1.12,Ideal,H,VS2,61.8,55.0,6.64,6.7,4.12,6110
362,0.76,Fair,H,VVS2,64.8,57.0,5.67,5.81,3.71,2699
363,0.51,Premium,E,SI2,60.3,56.0,5.22,5.19,3.14,1205
364,0.71,Ideal,G,SI1,61.4,57.0,5.76,5.8,3.55,2136
365,0.3,Ideal,I,VS1,62.6,54.0,4.24,4.29,2.67,518
366,0.33,Ideal,G,VS1,60.1,55.0,4.55,4.5,2.72,854
367,1.38,Fair,G,SI2,61.2,59.0,7.19,7.13,4.38,4730
368,0.7,Ideal,E,VVS2,62.8,56.0,5.68,5.6,3.54,3238
369,0.32,Ideal,G,VS1,62.0,56.0,4.35,4.39,2.71,645
370,0.51,Ideal,I,SI1,61.7,54.0,5.18,5.19,3.2,1000
371,0.9,Premium,I,SI2,62.5,58.0,6.15,6.1,3.83,2948
372,0.23,Very Good,E,IF,59.9,58.0,3.98,4.03,2.4,492
373,0.32,Ideal,D,VS2,61.1,56.0,4.41,4.39,2.69,972
374,1.51,Very Good,G,SI1,63.3,60.0,7.2,7.24,4.57,10116
375,0.71,Very Good,F,SI2,59.5,58.0,5.82,5.87,3.48,2129
376,0.55,Ideal,F,VS1,61.4,55.0,5.24,5.28,3.23,1805
377,0.41,Premium,G,VS2,59.8,58.0,4.8,4.84,2.88,827
378,1.13,Premium,G,VVS2,61.4,58.0,6.68,6.73,4.12,7875
379,1.02,Premium,H,VS2,61.0,58.0,6.56,6.49,3.98,5666
380,0.55,Ideal,E,VS2,61.5,57.0,5.25,5.29,3.24,1665
381,0.3,Ideal,E,VVS2,60.2,57.0,4.37,4.4,2.64,789
382,0.53,Ideal,F,VVS2,62.2,54.0,5.19,5.22,3.24,2175
383,1.1,Ideal,F,VVS2,61.2,56.0,6.65,6.68,4.08,9641
384,0.3,Ideal,D,SI1,61.9,57.0,4.28,4.32,2.66,524
385,0.39,Ideal,E,VS1,62.7,53.6,4.67,4.69,2.93,1004
386,0.71,Very Good,F,VS1,60.6,60.0,5.68,5.73,3.46,3218
387,0.38,Ideal,I,VVS2,62.0,55.0,4.64,4.69,2.89,721
388,0.4,Very Good,D,VVS2,60.8,56.0,4.78,4.82,2.92,1133
389,0.5,Very Good,E,SI2,61.5,58.0,5.03,5.09,3.11,1077
390,0.33,Ideal,H,VVS2,62.2,54.0,4.46,4.44,2.77,854
391,1.08,Very Good,J,SI2,63.2,59.0,6.57,6.4,4.1,3810
392,1.5,Very Good,D,SI1,63.4,58.0,7.16,7.25,4.57,11352
393,0.33,Ideal,E,VS1,61.5,56.0,4.45,4.5,2.75,692
394,1.08,Ideal,D,SI2,61.6,57.0,6.58,6.62,4.07,5256
395,0.52,Ideal,H,VS2,61.7,55.0,5.2,5.23,3.22,1689
396,1.7,Ideal,H,VS1,62.4,55.0,7.61,7.69,4.77,13823
397,0.34,Good,E,SI1,63.5,55.0,4.44,4.47,2.83,556
398,0.4,Ideal,D,VS2,62.8,57.0,4.68,4.72,2.95,895
399,1.07,Premium,D,IF,60.9,58.0,6.67,6.57,4.03,18279
400,1.2,Premium,E,SI1,60.3,57.0,6.98,6.84,4.17,7362
401,0.7,Ideal,J,SI1,60.4,56.0,5.71,5.74,3.46,1926
402,1.28,Premium,H,VS2,59.4,60.0,7.07,7.03,4.19,5878
403,0.5,Premium,G,VVS1,62.3,59.0,5.04,5.01,3.13,2070
404,0.54,Very Good,D,VS2,60.5,59.0,5.24,5.28,3.18,1885
405,0.31,Ideal,F,VS2,62.2,56.0,4.39,4.36,2.72,749
406,0.81,Ideal,D,VS2,59.5,60.0,6.08,6.15,3.64,4315
407,0.3,Ideal,E,VVS2,61.4,56.0,4.33,4.37,2.67,949
408,1.0,Ideal,E,SI1,62.4,55.0,6.34,6.42,3.98,6324
409,1.05,Premium,H,I1,62.0,59.0,6.5,6.47,4.02,2881
410,1.07,Very Good,D,VS2,62.4,57.0,6.51,6.59,4.09,7415
411,1.54,Good,I,VS1,63.6,60.0,7.3,7.33,4.65,10164
412,0.9,Very Good,J,VS2,63.3,56.0,6.13,6.1,3.87,2686
413,1.53,Ideal,H,SI1,62.9,60.0,7.36,7.28,4.61,10145
414,2.03,Premium,I,SI1,59.9,58.0,8.23,8.21,4.92,15095
415,1.06,Ideal,H,SI2,60.9,56.0,6.58,6.63,4.02,4563
416,1.34,Premium,G,SI2,60.1,61.0,7.11,7.06,4.26,4953
417,0.7,Premium,G,SI2,62.5,62.0,5.58,5.56,3.48,1814
418,0.71,Premium,E,VS2,62.3,58.0,5.69,5.65,3.53,2817
419,0.38,Ideal,G,SI1,61.6,56.0,4.68,4.63,2.86,969
420,0.3,Good,I,SI1,64.1,57.0,4.3,4.25,2.74,506
421,1.1,Very Good,F,VS2,62.0,59.0,6.56,6.6,4.08,6708
422,0.76,Ideal,E,SI1,61.3,55.0,5.87,5.91,3.61,3584
423,1.07,Premium,G,VVS2,61.6,57.0,6.59,6.55,4.05,7593
424,0.31,Ideal,G,VS2,61.8,57.0,4.34,4.36,2.69,544
425,0.38,Premium,E,VS2,61.8,58.0,4.64,4.61,2.86,1112
426,2.02,Good,I,VS2,57.9,62.0,8.25,8.3,4.79,16789
427,0.49,Very Good,E,SI1,63.6,57.9,4.96,4.99,3.16,1400
428,1.59,Premium,I,VS2,62.0,58.0,7.44,7.39,4.6,7479
429,0.31,Ideal,H,IF,61.8,56.0,4.36,4.38,2.7,816
430,0.7,Ideal,E,VS2,62.2,55.0,5.64,5.67,3.52,3172
431,2.33,Premium,H,I1,60.7,58.0,8.64,8.56,5.22,8220
432,0.32,Premium,E,VVS2,59.9,58.0,4.5,4.45,2.68,1080
433,0.38,Premium,G,VS2,59.7,62.0,4.68,4.66,2.79,918
434,0.4,Premium,G,VVS2,62.7,59.0,4.72,4.69,2.95,1050
435,0.7,Premium,E,SI1,60.0,59.0,5.79,5.75,3.46,2777
436,0.5,Good,E,SI1,64.0,56.0,5.03,4.97,3.2,1155
437,0.43,Ideal,G,VS2,61.7,55.0,4.85,4.88,3.0,942
438,1.5,Good,F,I1,60.6,62.0,7.22,7.24,4.38,5313
439,1.0,Very Good,F,VVS2,60.0,62.0,6.43,6.46,3.87,8553
440,0.9,Very Good,D,SI1,62.3,58.0,6.14,6.16,3.83,4497
441,0.3,Premium,I,VVS2,61.8,58.0,4.33,4.28,2.66,675
442,1.05,Premium,G,SI2,60.1,60.0,6.66,6.58,3.98,3898
443,0.91,Very Good,F,SI1,62.2,55.0,6.18,6.23,3.86,3885
444,0.53,Ideal,E,VS2,62.1,54.6,5.19,5.21,3.23,1690
445,1.06,Ideal,H,SI2,59.4,57.0,6.67,6.63,3.95,4452
446,1.52,Ideal,H,SI1,61.8,57.0,7.43,7.32,4.56,9700
447,0.38,Ideal,H,VVS1,62.3,53.3,4.63,4.66,2.9,894
448,0.74,Premium,E,VS2,62.4,59.0,5.77,5.73,3.59,3108
449,1.2,Fair,F,I1,65.7,56.0,6.65,6.58,4.35,2622
450,1.04,Ideal,F,SI2,62.1,57.0,6.48,6.46,4.02,4754
451,0.72,Ideal,F,VS1,62.0,56.0,5.76,5.73,3.56,2879
452,2.01,Premium,H,SI2,62.3,58.0,8.06,8.11,5.04,15773
453,1.38,Premium,J,VS2,60.2,59.0,7.29,7.19,4.36,6175
454,1.02,Ideal,G,VS2,62.6,58.0,6.43,6.39,4.01,5915
455,0.32,Ideal,G,IF,61.2,57.0,4.43,4.4,2.7,1020
456,0.3,Premium,I,VS1,60.4,58.0,4.4,4.34,2.64,608
457,0.31,Ideal,G,VVS1,61.9,54.0,4.35,4.37,2.7,789
458,1.77,Very Good,I,VS2,60.2,58.0,7.88,7.83,4.73,13691
459,1.74,Premium,I,VS1,62.5,57.0,7.71,7.67,4.81,13037
460,0.23,Good,E,VVS1,59.9,65.0,3.93,3.95,2.36,439
461,1.0,Premium,G,VS2,62.0,57.0,6.43,6.37,3.97,6048
462,0.9,Premium,D,SI1,61.2,60.0,6.19,6.14,3.77,4304
463,0.37,Ideal,E,VVS1,61.5,56.0,4.64,4.59,2.84,1179
464,1.0,Premium,I,VS2,61.6,59.0,6.39,6.47,3.96,4372
465,0.35,Ideal,H,VVS1,61.5,57.0,4.53,4.54,2.79,798
466,0.33,Ideal,E,VS2,61.3,55.0,4.46,4.5,2.75,738
467,1.09,Premium,H,VS2,62.3,57.0,6.63,6.53,4.1,5993
468,1.6,Premium,G,VVS2,60.6,60.0,7.51,7.57,4.57,16068
469,0.57,Very Good,F,VS2,59.5,57.0,5.39,5.43,3.22,1754
470,1.01,Premium,E,SI1,61.6,59.0,6.44,6.42,3.96,4299
471,0.63,Ideal,D,VS2,61.1,55.0,5.6,5.56,3.41,2106
472,0.3,Ideal,E,VVS1,62.1,56.0,4.3,4.33,2.68,838
473,0.67,Good,F,VVS2,63.8,61.0,5.46,5.54,3.52,2398
474,0.71,Ideal,D,VS2,61.2,56.0,5.76,5.78,3.53,3135
475,2.0,Premium,J,VS2,60.8,62.0,8.12,8.09,4.93,13162
476,0.72,Very Good,G,SI2,60.6,57.0,5.79,5.86,3.53,2114
477,0.3,Very Good,G,VS1,62.1,60.0,4.24,4.3,2.65,605
478,1.01,Good,H,SI1,60.3,64.0,6.53,6.5,3.93,4642
479,0.31,Ideal,F,VS2,61.1,56.0,4.35,4.39,2.67,640
480,0.3,Very Good,G,VVS2,62.9,55.0,4.24,4.28,2.68,684
481,0.25,Premium,F,IF,61.1,58.0,4.1,4.08,2.5,740
482,1.03,Ideal,E,VS2,61.7,56.0,6.45,6.54,4.01,7533
483,0.39,Ideal,F,VVS1,62.1,55.0,4.69,4.71,2.92,1124
484,1.2,Very Good,I,SI1,63.1,59.0,6.7,6.67,4.22,5040
485,0.31,Ideal,G,VVS1,60.8,56.0,4.36,4.39,2.66,816
486,0.5,Ideal,I,VS2,62.4,55.0,5.09,5.11,3.18,1110
487,1.01,Very Good,F,SI2,61.0,60.0,6.44,6.48,3.94,4121
488,0.32,Premium,I,VS1,61.9,58.0,4.4,4.36,2.71,648
489,0.39,Very Good,E,VVS2,62.2,55.0,4.66,4.7,2.91,962
490,1.68,Ideal,G,SI1,61.6,55.0,7.69,7.64,4.72,12075
491,1.01,Premium,F,I1,62.6,57.0,6.42,6.3,3.99,2257
492,2.02,Ideal,J,VS2,62.0,56.0,8.06,8.13,5.02,12832
493,0.62,Ideal,F,VS1,62.0,54.0,5.46,5.5,3.4,2406
494,1.74,Ideal,J,SI1,62.1,54.0,7.73,7.69,4.79,9208
495,1.14,Premium,F,SI2,62.9,59.0,6.64,6.62,4.17,4737
496,1.11,Premium,F,SI2,62.1,58.0,6.63,6.51,4.1,4283
497,0.31,Ideal,I,SI1,60.9,57.0,4.36,4.41,2.67,414
498,0.4,Good,F,VS2,63.4,54.4,4.68,4.73,2.99,826
499,0.61,Ideal,G,IF,61.7,55.0,5.44,5.49,3.37,2575
500,0.9,Premium,D,SI1,62.2,60.0,6.14,6.08,3.8,4612
501,0.41,Good,D,VS1,64.2,55.0,4.72,4.75,3.04,989
502,1.14,Very Good,D,IF,59.1,58.0,6.83,6.9,4.06,18112
503,0.51,Ideal,G,VS1,62.2,55.0,5.13,5.16,3.2,1599
504,0.58,Very Good,F,VVS2,62.6,56.0,5.37,5.27,3.33,2189
505,0.39,Premium,G,VS2,62.4,56.0,4.68,4.64,2.91,1009
506,0.44,Premium,F,VS2,61.1,62.0,4.98,4.92,3.03,1018
507,0.56,Very Good,F,VS2,60.0,57.0,5.34,5.39,3.22,1627
508,1.22,Ideal,I,SI1,60.2,58.0,6.96,6.9,4.17,5807
509,0.94,Ideal,G,VVS1,62.4,58.0,6.22,6.27,3.9,6488
510,0.42,Ideal,E,VS2,61.6,57.0,4.79,4.82,2.96,908
511,0.31,Good,G,VVS1,58.0,62.0,4.42,4.47,2.58,761
512,0.73,Premium,F,VS2,58.7,57.0,5.97,5.92,3.49,2882
513,0.71,Premium,D,SI1,61.4,58.0,5.79,5.75,3.54,2863
514,0.38,Ideal,F,VVS2,62.7,56.0,4.61,4.64,2.9,1033
515,0.58,Ideal,H,VVS1,61.6,56.0,5.35,5.39,3.31,2006
516,0.24,Good,E,VVS1,58.0,60.0,4.08,4.12,2.38,526
517,1.35,Very Good,H,SI2,62.2,56.0,7.02,7.06,4.38,6088
518,1.03,Ideal,G,SI1,62.5,57.0,6.4,6.49,4.03,5337
519,1.2,Very Good,H,VS2,63.3,57.0,6.78,6.68,4.26,6000
520,0.39,Ideal,F,SI2,62.2,55.0,4.68,4.71,2.92,587
521,0.31,Ideal,E,VVS1,62.3,57.0,4.32,4.35,2.7,936
522,0.71,Premium,H,SI1,62.1,58.0,5.72,5.75,3.56,2096
523,0.71,Ideal,F,VVS2,61.2,55.0,5.73,5.84,3.54,3705
524,0.31,Ideal,G,VVS2,61.8,56.0,4.37,4.4,2.71,687
525,1.22,Ideal,G,VVS1,61.1,56.0,6.91,6.94,4.23,10888
526,1.61,Ideal,G,VS2,62.2,56.0,7.57,7.5,4.69,9521
527,0.33,Ideal,J,VS1,61.6,54.0,4.5,4.52,2.78,451
528,0.36,Premium,G,IF,62.5,60.0,4.49,4.53,2.82,1074
529,0.42,Ideal,E,SI1,62.3,57.0,4.76,4.8,2.98,773
530,0.31,Ideal,G,VS1,61.6,55.0,4.37,4.4,2.7,596
531,0.25,Ideal,F,VVS1,62.3,56.0,4.01,4.03,2.5,705
532,0.81,Ideal,F,SI1,61.9,57.0,5.98,6.01,3.71,2977
533,0.54,Ideal,H,VS1,62.4,56.0,5.22,5.2,3.25,1637
534,1.5,Ideal,I,SI1,62.7,57.0,7.21,7.3,4.55,8291
535,0.96,Very Good,I,VS2,59.6,59.0,6.36,6.42,3.81,4187
536,0.36,Ideal,F,VS1,61.3,54.0,4.63,4.65,2.84,803
537,0.91,Very Good,G,SI1,63.0,57.0,6.14,6.2,3.89,3830
538,0.31,Premium,E,VS2,60.5,60.0,4.34,4.39,2.64,544
539,0.9,Ideal,H,SI2,62.0,57.0,6.19,6.17,3.83,3516
540,1.02,Ideal,D,VVS2,62.2,59.0,6.41,6.46,4.0,11573
541,0.8,Fair,G,I1,64.5,57.0,5.86,5.83,3.77,1715
542,0.7,Premium,F,SI2,58.4,61.0,5.86,5.79,3.4,1966
543,0.39,Very Good,E,VS2,62.7,59.0,4.64,4.68,2.92,794
544,0.51,Ideal,G,VS2,62.2,54.0,5.11,5.14,3.19,1443
545,1.04,Very Good,J,SI2,63.5,59.0,6.37,6.42,4.06,3810
546,0.54,Ideal,G,VS1,60.6,56.0,5.28,5.31,3.21,1957
547,1.21,Very Good,F,VS2,60.1,55.0,6.91,7.01,4.18,8711
548,0.42,Premium,F,VS1,61.8,59.0,4.83,4.81,2.98,1103
549,1.0,Fair,E,SI2,65.2,56.0,6.3,6.12,4.05,4256
550,0.56,Ideal,H,SI1,61.7,56.0,5.26,5.3,3.26,1197
551,0.95,Ideal,I,SI2,61.2,56.0,6.33,6.37,3.89,3918
552,0.7,Premium,I,VS2,63.0,60.0,5.62,5.59,3.53,1966
553,1.23,Ideal,J,VS2,61.8,56.0,6.87,6.81,4.23,4986
554,0.91,Good,H,SI1,63.8,56.0,6.09,6.04,3.87,3323
555,0.32,Premium,I,VVS1,63.0,58.0,4.38,4.32,2.74,756
556,0.3,Ideal,I,SI1,61.9,58.0,4.27,4.32,2.66,422
557,1.0,Fair,H,VS2,64.8,55.0,6.35,6.28,4.09,3819
558,0.43,Good,E,SI2,63.4,57.0,4.77,4.82,3.04,669
559,0.35,Ideal,D,VVS1,62.0,54.0,4.56,4.57,2.83,1266
560,0.26,Very Good,H,VVS2,63.3,58.0,4.08,4.04,2.57,600
561,0.56,Very Good,G,VS2,62.5,57.0,5.25,5.28,3.29,1580
562,0.7,Premium,D,VS1,62.5,59.0,5.69,5.64,3.54,3365
563,0.32,Ideal,G,VVS2,61.9,57.0,4.38,4.41,2.72,730
564,0.57,Ideal,H,VS1,61.3,55.1,5.34,5.42,3.29,1720
565,0.31,Good,F,SI1,63.5,56.0,4.3,4.33,2.74,516
566,0.3,Ideal,D,SI1,61.9,55.0,4.32,4.34,2.68,524
567,0.31,Ideal,H,VS2,61.8,57.0,4.32,4.36,2.68,507
568,0.5,Ideal,G,VVS1,62.2,55.0,5.09,5.14,3.18,1865
569,1.0,Fair,F,SI2,65.1,55.0,6.26,6.23,4.07,3265
570,0.45,Ideal,F,SI2,62.5,57.0,4.9,4.86,3.05,996
571,0.5,Premium,F,VS2,61.8,58.0,5.1,5.06,3.14,1654
572,1.15,Very Good,I,SI1,62.5,60.0,6.68,6.72,4.19,4851
573,1.0,Premium,H,SI2,61.0,57.0,6.51,6.4,3.94,4032
574,0.64,Ideal,G,SI1,61.6,55.0,5.55,5.59,3.43,1737
575,0.34,Premium,E,VS2,61.1,60.0,4.48,4.45,2.73,956
576,0.72,Ideal,F,VVS1,61.7,56.0,5.73,5.77,3.55,3795
577,0.32,Premium,H,VS2,61.9,58.0,4.37,4.39,2.71,505
578,0.95,Premium,E,SI1,62.8,59.0,6.25,6.21,3.91,4628
579,0.51,Ideal,G,VS2,62.0,56.0,5.18,5.11,3.19,1443
580,0.3,Ideal,E,IF,61.2,58.0,4.31,4.38,2.66,957
581,1.01,Very Good,F,VS2,63.3,57.0,6.41,6.33,4.03,6533
582,1.12,Premium,G,SI2,61.2,58.0,6.69,6.67,4.09,4158
583,0.41,Premium,G,VS2,60.8,59.0,4.8,4.78,2.91,1061
584,0.73,Ideal,G,VVS1,61.3,56.0,5.79,5.82,3.56,3667
585,0.5,Premium,E,VS2,61.1,61.0,5.13,5.11,3.13,1746
586,1.35,Ideal,J,SI1,62.3,57.0,7.02,7.08,4.39,6281
587,0.45,Ideal,E,VVS2,61.9,56.0,4.95,4.91,3.05,1401
588,0.55,Ideal,F,VVS1,61.2,54.0,5.3,5.35,3.26,3005
589,0.77,Ideal,H,VS2,60.9,56.0,5.89,5.94,3.61,3332
590,0.42,Ideal,D,SI2,62.4,57.0,4.81,4.78,2.99,898
591,1.05,Premium,G,IF,60.6,60.0,6.59,6.57,3.99,9012
592,0.31,Premium,J,VS1,61.8,59.0,4.33,4.31,2.67,523
593,1.01,Very Good,F,VS2,62.0,59.0,6.38,6.42,3.97,6159
594,0.7,Ideal,J,VS1,61.4,55.0,5.72,5.75,3.53,2107
595,0.56,Premium,G,VVS1,59.7,59.0,5.41,5.35,3.21,2167
596,0.31,Premium,F,VS2,61.3,59.0,4.31,4.34,2.65,625
597,0.57,Ideal,H,SI2,62.3,56.0,5.31,5.28,3.3,1077
598,2.2,Ideal,G,SI2,59.9,57.0,8.54,8.49,5.1,14691
599,0.41,Premium,F,VS1,61.1,58.0,4.78,4.74,2.91,1076
600,1.01,Very Good,G,VS1,62.7,56.0,6.36,6.46,4.02,6326
601,0.9,Ideal,F,SI1,61.8,58.0,6.21,6.24,3.85,4795
602,0.81,Ideal,E,VS2,60.4,57.0,6.02,6.06,3.65,3231
603,1.21,Fair,H,SI2,65.6,56.0,6.69,6.59,4.36,3862
604,0.38,Ideal,F,VS2,61.3,57.0,4.65,4.68,2.86,822
605,0.85,Very Good,E,VS2,63.6,56.0,5.97,6.01,3.81,3997
606,0.31,Very Good,G,VS1,63.2,56.0,4.32,4.29,2.72,802
607,0.7,Very Good,G,VS2,63.3,56.0,5.59,5.66,3.56,2464
608,1.01,Very Good,D,VS2,59.8,60.0,6.42,6.46,3.85,6563
609,0.53,Ideal,E,VS2,61.8,56.0,5.17,5.21,3.21,1676
610,0.7,Very Good,F,SI1,62.9,59.0,5.62,5.67,3.55,2401
611,0.32,Ideal,I,VVS1,62.2,53.0,4.42,4.45,2.76,575
612,0.33,Very Good,G,VVS2,61.5,62.0,4.39,4.43,2.71,702
613,0.43,Ideal,I,IF,62.0,55.0,4.83,4.85,3.0,1056
614,0.31,Very Good,E,SI1,58.7,60.0,4.45,4.48,2.62,507
615,0.44,Ideal,E,VS2,61.5,56.0,4.9,4.92,3.02,1003
616,0.53,Ideal,H,SI1,61.1,55.0,5.24,5.28,3.21,1245
617,0.91,Ideal,I,VS1,62.1,57.0,6.2,6.23,3.86,3906
618,0.29,Very Good,E,VVS1,60.9,61.0,4.23,4.27,2.59,629
619,0.7,Fair,F,VS1,64.9,59.0,5.56,5.59,3.62,3039
620,0.24,Very Good,E,VVS2,61.1,60.0,4.01,4.07,2.47,478
621,0.5,Very Good,F,VVS1,63.5,60.0,4.98,5.04,3.18,1978
622,1.02,Premium,D,SI2,60.9,61.0,6.39,6.31,3.87,4381
623,1.24,Premium,F,SI2,62.8,60.0,6.84,6.82,4.29,5583
624,1.24,Premium,G,VS1,62.0,59.0,6.92,6.88,4.28,7800
625,0.64,Very Good,I,SI1,63.0,57.0,5.47,5.52,3.46,1390
626,0.56,Ideal,F,VS1,61.7,56.0,5.33,5.3,3.28,2016
627,0.32,Premium,E,SI2,59.7,60.0,4.45,4.43,2.65,576
628,1.53,Ideal,H,SI1,61.1,57.0,7.45,7.44,4.55,10659
629,0.29,Very Good,F,VVS1,61.5,56.0,4.26,4.3,2.63,563
630,1.03,Premium,E,SI2,58.8,62.0,6.58,6.51,3.85,4070
631,1.16,Premium,F,VVS1,60.4,60.0,6.9,6.77,4.13,10809
632,0.7,Premium,F,SI2,61.7,62.0,5.69,5.65,3.5,2107
633,0.43,Premium,F,VS1,62.5,58.0,4.78,4.85,3.01,1056
634,1.66,Ideal,H,VS1,61.5,56.0,7.6,7.66,4.69,15210
635,1.63,Ideal,F,I1,62.0,55.0,7.57,7.5,4.68,7229
636,0.3,Very Good,D,VS2,62.0,62.0,4.24,4.27,2.64,663
637,0.41,Ideal,J,VS2,62.2,54.4,4.72,4.75,2.95,637
638,0.9,Very Good,G,SI2,61.2,57.0,6.19,6.23,3.8,3391
639,0.31,Premium,E,VS2,61.6,59.0,4.35,4.32,2.67,872
640,1.01,Very Good,D,I1,63.4,61.0,6.38,6.3,4.02,2291
641,1.01,Premium,E,SI2,60.6,58.0,6.47,6.53,3.94,4044
642,1.02,Premium,G,VS2,62.7,58.0,6.44,6.36,4.01,5506
643,1.01,Ideal,H,VS2,62.1,54.0,6.5,6.44,4.02,4909
644,1.71,Ideal,H,SI1,62.2,56.0,7.74,7.7,4.8,12641
645,0.32,Ideal,J,IF,62.2,55.0,4.44,4.4,2.75,684
646,0.51,Very Good,F,VVS1,62.6,57.0,5.06,5.1,3.18,2223
647,0.4,Very Good,F,VVS1,61.9,57.0,4.69,4.71,2.91,1263
648,2.01,Premium,G,SI1,62.5,58.0,7.98,8.08,5.02,17334
649,2.14,Premium,H,SI2,62.0,60.0,8.27,8.19,5.1,16723
650,0.7,Ideal,F,VS1,61.0,58.0,5.74,5.76,3.51,3162
651,0.7,Good,J,VS2,63.2,61.0,5.59,5.62,3.54,1843
652,1.04,Ideal,F,SI1,61.4,56.0,6.52,6.58,4.02,5663
653,0.4,Premium,H,VS1,62.7,59.0,4.71,4.63,2.93,938
654,1.01,Good,F,SI2,62.7,61.0,6.28,6.38,3.97,3886
655,0.4,Ideal,I,IF,62.2,56.0,4.75,4.71,2.94,1050
656,1.0,Good,G,SI1,64.3,58.0,6.25,6.22,4.01,4427
657,1.42,Ideal,F,VVS1,60.8,56.0,7.25,7.32,4.43,18682
658,0.51,Very Good,J,VS2,58.0,62.0,5.24,5.27,3.05,1008
659,1.0,Premium,E,VS2,62.9,59.0,6.38,6.27,3.98,6359
660,2.11,Very Good,J,SI2,60.8,61.0,8.21,8.36,5.04,12771
661,0.81,Ideal,E,VS2,62.0,57.0,5.96,5.98,3.7,4314
662,1.5,Ideal,H,SI1,61.6,57.0,7.34,7.24,4.49,7627
663,0.72,Ideal,G,VVS2,62.4,57.0,5.71,5.76,3.58,3139
664,0.33,Premium,G,VS2,60.8,62.0,4.46,4.42,2.7,743
665,0.71,Ideal,I,SI2,61.6,56.0,5.72,5.74,3.53,1947
666,0.89,Ideal,E,SI2,62.4,56.0,6.04,6.08,3.78,3429
667,0.54,Ideal,I,VS1,61.5,56.0,5.24,5.26,3.23,1147
668,1.4,Good,G,VVS2,63.4,59.0,7.04,7.12,4.49,11519
669,1.0,Premium,F,VS1,59.2,60.0,6.53,6.48,3.58,7056
670,0.7,Good,D,SI2,59.2,60.0,5.75,5.78,3.41,2382
671,0.9,Good,H,SI1,63.8,57.0,6.07,6.13,3.89,3201
672,0.3,Very Good,D,VS2,60.3,60.0,4.28,4.31,2.59,710
673,0.7,Ideal,H,VVS2,62.2,55.0,5.71,5.76,3.57,3235
674,0.43,Ideal,G,VVS1,60.5,57.0,4.92,4.86,2.96,1264
675,0.32,Very Good,G,VS1,62.8,54.0,4.38,4.41,2.76,645
676,1.12,Premium,D,VS2,63.0,57.0,6.62,6.55,4.15,7587
677,1.05,Very Good,E,I1,62.2,61.0,6.48,6.51,4.04,3234
678,1.24,Very Good,E,VS1,59.9,61.0,6.96,6.99,4.18,10202
679,1.11,Ideal,I,VS1,63.0,56.0,6.61,6.57,4.15,5152
680,1.09,Ideal,H,SI1,61.1,57.0,6.62,6.71,4.07,5125
681,0.26,Ideal,E,VVS2,62.3,57.0,4.06,4.09,2.54,599
682,0.74,Very Good,G,SI1,61.6,58.0,5.78,5.81,3.57,2690
683,1.02,Premium,H,SI1,60.5,60.0,6.58,6.51,3.96,4884
684,0.38,Premium,F,VVS1,59.2,58.0,4.76,4.8,2.83,1200
685,1.01,Fair,F,SI2,65.2,57.0,6.33,6.24,4.1,3837
686,2.05,Premium,G,SI1,62.2,56.0,8.19,8.08,5.06,13767
687,0.8,Good,G,SI1,62.7,57.0,5.84,5.93,3.69,2810
688,0.51,Fair,D,SI1,65.2,55.0,5.05,5.01,3.28,1304
689,0.46,Ideal,D,VS2,62.4,56.0,4.95,4.98,3.1,1240
690,0.4,Ideal,G,SI1,62.5,54.0,4.74,4.77,2.97,741
691,0.24,Very Good,F,VVS1,57.2,63.0,4.1,4.15,2.36,478
692,0.71,Ideal,E,SI1,61.1,57.0,5.75,5.77,3.52,3128
693,1.02,Good,D,SI2,57.5,62.0,6.6,6.62,3.8,3839
694,0.31,Premium,E,VVS1,61.5,58.0,4.35,4.37,2.68,924
695,0.42,Ideal,I,SI1,61.6,55.0,4.83,4.85,2.98,690
696,0.53,Ideal,D,VVS2,62.2,56.0,5.19,5.23,3.24,2407
697,0.31,Ideal,H,VVS1,62.3,54.0,4.37,4.4,2.73,687
698,1.61,Good,G,VS2,63.8,58.0,7.43,7.36,4.72,9467
699,0.95,Very Good,H,SI2,59.0,59.0,6.38,6.51,3.77,3335
700,0.3,Ideal,G,VVS2,63.0,57.0,4.32,4.28,2.71,878
701,0.51,Good,F,VS2,63.2,56.5,5.05,5.08,3.2,1569
702,1.14,Good,G,SI2,63.7,58.0,6.62,6.54,4.19,4501
703,0.31,Ideal,F,VVS2,61.9,56.0,4.32,4.37,2.69,759
704,1.57,Ideal,H,VS1,62.2,55.0,7.44,7.49,4.64,12810
705,1.17,Good,D,SI2,57.8,62.0,6.97,6.91,4.01,4639
706,0.33,Ideal,G,VVS2,62.3,56.0,4.43,4.47,2.77,713
707,0.33,Ideal,E,VS2,61.2,56.0,4.47,4.45,2.73,928
